"date","respiratory","Tmin","Tmax","dewT","Prcp","pm25_diff"
2009-02-09,77,4.78644441675257,11.1062593813296,2.02037035977399,1.6962962962963,5.28690172159517
2009-02-10,48,4.1982962820265,10.7908148588958,3.44896298867685,1.50740740740741,4.71239402570708
2009-02-11,51,6.59300004111396,11.533259179857,6.33255548830386,11.0888888888889,4.9248950982837
2009-02-12,60,6.39755554552431,10.9613704328184,5.20855555710969,0.859259259259259,6.09001103190874
2009-02-13,50,5.90751843982273,10.7934815442121,4.89966662724813,15.3666666666667,5.01769440202278
2009-02-14,86,6.61314817711159,11.5184442732069,5.171555519104,4.15555555555556,4.50054198308845
2009-02-15,73,8.02011122526946,10.3391110102336,7.75514809290568,36.3555555555556,4.84590642786751
2009-02-16,86,8.12470361921522,11.7265184190538,7.0445185414067,24.2925925925926,4.03017406830402
2009-02-17,73,8.43651831591571,11.4001482857598,7.97000010808309,22.6703703703704,5.21431416800235
2009-02-18,76,8.03914826004593,13.7551480399238,7.19407401261506,0.1,7.55949413284763
2009-02-19,69,8.18137036429511,16.4467408921983,6.19511100980971,0.344444444444445,7.80311073812946
2009-02-20,63,9.02848158942328,16.5522225344623,7.13329622480604,0,11.3205723942755
2009-02-21,74,9.38325945536296,15.7189628813002,8.74592593864158,1.01111111111111,10.1024954728591
2009-02-22,80,11.809740808275,13.8387408433137,11.877888891432,32.7703703703704,6.28409425436967
2009-02-23,70,10.658518437986,14.6152223657679,11.8908148518315,6.22592592592593,5.29034321513503
2009-02-24,64,9.73596290305809,14.8898519939847,8.21885176058169,9.9962962962963,8.26560219735732
2009-02-25,72,10.30366675059,15.1354444645069,9.78007394296152,1.06666666666667,6.48429491065909
2009-02-26,52,8.0992592352408,14.0884445331715,8.17322232988146,4.12592592592593,5.85716750519743
2009-02-27,64,7.28470362557305,13.8944072723389,5.37433329334965,0,7.13386976023647
2009-02-28,72,10.6747037393075,16.1972223211218,8.17088879479302,0,12.5961005124665
2009-03-01,70,11.9095183831674,15.8368888077913,11.502073959068,8.12592592592593,7.45294275195048
2009-03-02,57,11.3449629324454,14.7865926954481,10.112777851246,15.3074074074074,4.16500612149608
2009-03-03,62,8.08633345144766,13.2712223971332,7.40303696526422,15.6518518518519,4.13737952242902
2009-03-04,59,7.12766677361947,12.3327035197505,5.13407410515679,1.28518518518519,4.93184396036337
2009-03-05,56,7.76014813670406,13.0420370101929,6.11374074441415,17.5666666666667,5.20049485291881
2009-03-06,51,7.01448142087018,12.5052591606423,5.50129630830553,0,6.59976033888954
2009-03-07,73,6.71944439852679,14.2136296519527,6.2782591537193,0,6.51393599787504
2009-03-08,67,6.59237029817369,13.3125183670609,4.33500002048634,0,6.08921207259958
2009-03-09,61,5.01359256108602,11.3924074526186,-0.379629621075259,0,5.39117485158924
2009-03-10,57,4.30214813903526,12.6612221399943,1.07992593888883,0,5.41933406484196
2009-03-11,48,5.49633328119914,14.0298888948229,2.98448147597136,0,5.95107698111954
2009-03-12,47,6.95981484872324,14.2809257507324,6.12944440488462,0,8.63832825371264
2009-03-13,53,8.3124073876275,13.7045556174384,6.86259264416165,0,7.50349431349792
2009-03-14,54,8.91429625617133,11.4870742162069,5.37448137777823,0,6.76130603386861
2009-03-15,55,10.2164444746795,14.0621112540916,9.54977794929787,1.39259259259259,5.04229803782963
2009-03-16,62,11.4800000720554,15.6802593513771,11.2857406757496,1.95925925925926,5.57971347986797
2009-03-17,58,9.58140747635453,16.010851542155,9.98933332937735,0.551851851851852,6.75101735677965
2009-03-18,49,9.331592630457,17.5400366959748,9.40744456538448,0,8.75424731364243
2009-03-19,60,10.1100740432739,17.804518699646,9.5184074331213,0,7.87984331199831
2009-03-20,65,9.73425928751627,14.8847775989109,9.01851841255471,0,7.97662315722992
2009-03-21,76,7.88566668828328,13.3497778574626,7.88544441152502,0,5.82729278727503
2009-03-22,62,5.8176296905235,11.8542220504196,1.14903703883842,5.6,4.41646292557126
2009-03-23,56,5.33940739101834,12.9791478757505,1.14207406617977,0,5.96432483069701
2009-03-24,54,6.54699994899608,15.832444190979,6.23055549904152,0,7.32220218339772
2009-03-25,62,8.20581473244561,16.4824443393283,7.80599987948382,0,6.59506458848931
2009-03-26,62,9.73359249256275,16.8561111732765,9.19118524480749,0,7.41788010409126
2009-03-27,53,9.84770361582438,20.4461483425564,8.6675184391163,0,8.75674327138747
2009-03-28,67,9.43140739864774,18.3585181412873,8.70311097745542,0,9.86949787794692
2009-03-29,57,8.98385171537046,15.4807408297503,1.7705925879655,0,6.86505775368145
2009-03-30,43,7.9205554679588,16.6497409255416,0.76377777589692,0,6.57263767497326
2009-03-31,50,7.36462965718022,17.7239257671215,6.12566672431098,0,7.90568027869612
2009-04-01,56,8.97618505689833,16.457295982926,6.9477407667372,0,7.52318980772294
2009-04-02,48,8.05155554524174,14.4495924490469,6.33848142623901,0,7.55992542705426
2009-04-03,41,6.1374814775255,13.5987779122812,2.72366666793823,0,7.05702612242274
2009-04-04,56,5.67337030834622,16.3271111029166,0.990555549730306,0,7.66255089788493
2009-04-05,59,7.35518513785468,22.0606294561315,1.62662963955491,0,9.15057614983393
2009-04-06,63,9.9313705585621,21.7345558449074,3.88914818233914,0,11.5949232512498
2009-04-07,61,9.72014829847548,14.4631112063373,8.42011105572736,5.86666666666667,7.1257795883465
2009-04-08,44,10.1587406441017,14.2801853109289,8.34044435289171,3.27037037037037,5.94775328310879
2009-04-09,51,9.24192584002459,12.6630741401955,7.95829652856897,0.822222222222222,7.45835193253983
2009-04-10,43,7.75214820437961,13.8047038890697,6.26203704763342,0,6.93794207296049
2009-04-11,69,7.27088887603195,14.3017775570905,7.3712592654758,0,7.22573743249244
2009-04-12,46,9.52055546089455,15.6784075631036,8.8640371605202,0,6.71934340911856
2009-04-13,75,7.27174068380285,15.4573704048439,6.55774070598461,0,8.14029010340325
2009-04-14,55,6.58922216627333,12.1117038726807,0.106481483689061,0,8.35302527421568
2009-04-15,53,6.36025919737639,12.995222374245,2.67774076815005,0,6.58098255094634
2009-04-16,53,6.94974076306378,13.891592696861,5.25229634179009,0,8.71589948590757
2009-04-17,50,7.4585556100916,18.3069257736206,7.70774069538823,0,10.5434112030111
2009-04-18,64,8.47625912560357,18.793369964317,9.16488898241961,0,11.3334783433641
2009-04-19,49,11.1983334223429,27.1489630805122,11.0773332030685,0,12.8212835950387
2009-04-20,51,13.9245185852051,30.9861852857801,10.5194444656372,0,13.2218775454104
2009-04-21,56,13.6719998960142,28.7307779524061,10.3610370424059,0,12.6691125081321
2009-04-22,52,10.768481431184,19.0742964567962,10.3335926974261,0,12.9432915251139
2009-04-23,49,9.46392596209491,14.8428518507215,6.58307398690118,0,8.33012602657242
2009-04-24,52,7.59633332711679,12.826370521828,4.72248155099374,0,7.03529789632063
2009-04-25,50,7.88862966608118,13.4874442065204,5.53488890329997,0,8.0979613940508
2009-04-26,61,8.0426667354725,14.8809258143107,5.50037041416875,0,7.88122568327194
2009-04-27,85,8.20425941326,12.3005927050555,4.60792583889431,0,9.00641850023199
2009-04-28,84,7.8837407430013,13.1600740574024,3.89955555068122,0,7.42434360353052
2009-04-29,113,7.60396303953948,13.9920371020282,3.95629631148444,0,7.16997804750427
2009-04-30,109,6.90548140914352,15.634407431991,4.76533326396236,0,9.38555108664506
2009-05-01,84,9.97614818149143,15.1817035675049,9.76433354836923,8.7,7.13821949185909
2009-05-02,78,12.4934445487128,15.7339998527809,11.9051848870736,3.69259259259259,6.35568451929707
2009-05-03,88,10.5718888176812,16.298221870705,12.0016297587642,1.84074074074074,5.66478773774496
2009-05-04,84,10.7857776924416,17.9917408625285,12.7347406811184,0.288888888888889,5.92047209813622
2009-05-05,59,12.4359258722376,18.7164073520237,13.5997408407706,8.41481481481481,5.8663901776213
2009-05-06,56,10.6245185357553,19.0265185744674,12.9899259143406,0,6.96436937339019
2009-05-07,42,10.0037777865375,18.7711480458577,9.53281490891068,0.0333333333333333,8.00526955016875
2009-05-08,61,9.64522238130923,18.7185927850229,8.84096272786458,0,8.84711282423971
2009-05-09,65,9.49400008166277,17.2627407709758,8.59048147554751,0,11.1012637255781
2009-05-10,72,9.44011119559959,17.9229996999105,8.23837031258477,0,10.9538083555347
2009-05-11,46,8.85425942032425,16.2211112976074,7.99374073523062,0,10.925947262302
2009-05-12,46,8.51814792774342,16.9248520886456,6.34048138724433,0,8.44270135514503
2009-05-13,53,9.58370395942971,18.2387037277222,6.4105926266423,0,10.3717352130551
2009-05-14,46,10.413333468967,18.0879256990221,11.2567036240189,0,8.74853069107262
2009-05-15,57,10.8837407783226,16.8383701465748,10.8241483547069,0,11.9300369035549
2009-05-16,58,12.02025936268,27.6965183681912,11.2473334912901,0,12.3278341122743
2009-05-17,55,11.799999943486,27.8465185518618,11.3183704305578,0,11.5590974225129
2009-05-18,64,10.3723332793625,15.8589997468172,10.6345924448084,0,10.1434995382089
2009-05-19,45,9.41607408170346,16.701258941933,8.80703700030292,0,9.88742274182012
2009-05-20,61,8.53218502468533,15.6335183249579,7.38474084712841,0,10.8126241410936
2009-05-21,60,8.32581482993232,16.5242222326773,8.71781504595721,0,11.8488062987133
2009-05-22,56,9.7510740492079,15.9527775093361,9.07129644464564,0,11.2489046855482
2009-05-23,53,9.29948135658547,12.5859257380168,8.21674053757279,0,9.85474509771721
2009-05-24,60,9.07340745572691,12.0255185939648,7.98474080474288,0,9.27079644823313
2009-05-25,87,8.86818500801369,15.051333533393,8.65977764129639,0,10.4280790279277
2009-05-26,73,9.45481484024613,18.717629397357,9.99211120605468,0,11.7924112737496
2009-05-27,53,10.3904442610564,16.8902593188816,10.6985556637799,0,13.3386588028678
2009-05-28,56,10.626999925684,16.9252219729953,10.835444521021,0,10.4982761337583
2009-05-29,40,11.2918888727824,16.983999852781,10.7384814509639,0,11.3898218580867
2009-05-30,54,11.2094075591476,16.1683702822085,10.3589627654464,0,10.2648142420869
2009-05-31,59,10.9045925140381,15.211962947139,9.79622212162724,0,9.3426699781953
2009-06-01,54,10.7558890801889,15.7301480328595,10.7504073955395,0,8.32012965702942
2009-06-02,52,10.9108518317894,17.0045924363313,10.4197779408207,0,7.70046040870933
2009-06-03,50,11.8063332239787,17.3135923809475,9.83137038902,0.925925925925926,6.66090143873625
2009-06-04,47,12.2717779654044,17.4843702669497,9.46740733252631,0,5.75230945450108
2009-06-05,81,11.757074214794,18.4195190005832,9.78329637315538,0,6.13471984905112
2009-06-06,74,11.8341852117468,17.8922962612576,9.8543332417806,0,6.2845496291787
2009-06-07,76,12.4650369573522,18.3080743860315,10.2687407246343,0,6.33404640265251
2009-06-08,78,12.275851920799,16.2386665697451,9.62037029972783,0,8.33451325682302
2009-06-09,74,12.8191111529315,17.0832588760941,10.9955554538303,0,6.43801552602527
2009-06-10,73,13.1912963302047,17.3302593937627,10.8358887566461,0,5.81827927159771
2009-06-11,73,12.8239259719849,18.362963075991,10.5014813034623,0,5.78879429881917
2009-06-12,67,13.006185107761,17.3584072324965,10.9717778806333,0,7.17360014088974
2009-06-13,83,12.9072961807251,18.5044073175501,10.9341480113842,0,5.05741701186577
2009-06-14,99,12.8418519761827,18.85311154966,9.76514802155671,0,6.958831150089
2009-06-15,86,12.8185186032896,17.7441483956796,10.9878888660007,0,6.29089191248753
2009-06-16,53,12.6977406607734,17.2004810615822,11.7830370797051,0,7.28553636053847
2009-06-17,82,12.9050740489253,17.4791109650223,11.8807406602083,0,7.20450255827945
2009-06-18,88,12.7220000514278,20.7372595469157,12.1733704672919,0,7.69231961211427
2009-06-19,67,11.6390370262994,19.7737774319119,10.5100000875967,0,7.82210316364489
2009-06-20,79,11.0304814444648,17.1179259264911,8.9762593375312,0,8.86375929406108
2009-06-21,95,10.3978149272777,18.3029260988589,8.56114800771078,0,7.68712303719954
2009-06-22,90,10.6540741743865,21.4193701567473,8.74722205268012,0,10.2355687880686
2009-06-23,80,10.9867407834088,21.0551109313965,10.016555291635,0,11.2267368591486
2009-06-24,84,11.1187408588551,18.5646665361192,11.4897036375823,0,9.62013877792714
2009-06-25,51,10.7197777430216,18.1117409600152,10.4986668339482,0,9.10142381374709
2009-06-26,69,10.7342963748508,18.3627405873051,10.9112592626501,0,10.2499757402856
2009-06-27,81,11.8589999234235,24.4954443331118,11.6894072779903,0,12.6335068191992
2009-06-28,87,13.0377407073975,23.5372225443522,12.1302221439503,0,13.4886123441914
2009-06-29,73,12.1405186829744,17.9752223403366,11.1668887668186,0,14.9303317117448
2009-06-30,60,12.509370415299,19.6179631551107,12.1513704370569,0,10.2237623041518
2009-07-01,70,12.5465926064385,19.0119260858606,11.8915556448477,0,9.13902405185406
2009-07-02,67,12.0001110147547,18.7064812271683,11.4276667347661,0,8.9144553265499
2009-07-03,85,11.7274072435167,17.2483702059145,10.8736668339482,0,9.17508030107508
2009-07-04,66,12.0138886769613,19.0120001898872,11.1464444972851,0,8.32060589989438
2009-07-05,78,11.4883332782322,16.3997039441709,9.7965926417598,0,6.61602090820691
2009-07-06,62,11.250926123725,18.7407409526684,9.26737047124792,0,7.85711559741594
2009-07-07,50,11.2349258352209,16.5718889589663,10.2805554778488,0,6.88308178070623
2009-07-08,57,11.0582594694915,20.525296246564,9.78662950021249,0,7.8905579170326
2009-07-09,49,10.7679258629128,17.582370546129,10.2271850727223,0,8.62432335058232
2009-07-10,55,10.7827407342416,17.7822222886262,10.5465926770811,0,8.08249290659107
2009-07-11,56,10.957592399032,18.6489999912403,11.072814906085,0,7.6191699503911
2009-07-12,55,10.7148147865578,19.4879261299416,9.88003723709672,0,7.46800145229971
2009-07-13,55,10.8496669133504,25.8526294143112,9.72655540042453,0,8.41693875431019
2009-07-14,53,12.2944443667377,25.3670000146937,11.1145926934701,0,12.9545597647008
2009-07-15,46,10.8684817066899,17.9184448100903,11.3917778862847,0,10.4114487055931
2009-07-16,40,10.6956665604203,18.4695556428697,10.8853701485528,0,10.7901536619108
2009-07-17,60,11.0877775969329,19.2079258671513,10.9619260364109,0,10.5398744624856
2009-07-18,44,11.7607407040066,19.8780740808558,11.833592556141,0,10.1553984524625
2009-07-19,52,11.451889038086,20.3683699855098,11.6995928022597,0,9.99318375791019
2009-07-20,60,11.1390368143717,17.010370572408,11.2471481959025,0,7.4822490186234
2009-07-21,40,11.140740747805,16.4790372495298,11.0474814662227,0,7.018949741617
2009-07-22,28,10.8037036259969,15.9191113224736,10.9320369649816,0,7.77092580195054
2009-07-23,50,10.884185190554,15.733333269755,10.7884814650924,0,7.25950686214939
2009-07-24,46,10.9654442822492,16.4809629652235,10.6908888287014,0,7.2450449013067
2009-07-25,43,10.5187407599555,16.5085187134919,10.9643333929557,0,7.69896067534415
2009-07-26,37,10.4589261655454,18.8629261652629,11.3981853061252,0,7.82736814494526
2009-07-27,43,11.0027407540215,17.9353700920387,11.6945553885566,0,7.6931238068469
2009-07-28,52,12.5398148783931,17.6007779792503,12.3771852563929,0,7.17870725885911
2009-07-29,47,13.353703710768,18.4242961318405,12.7192221747504,0,7.54974475852465
2009-07-30,48,12.6122962810375,18.0348521338569,12.4225186241998,0,7.08589774662357
2009-07-31,36,12.0488518255728,17.6248514387343,12.1967777676052,0,8.05971076364963
2009-08-01,34,12.1497036616007,17.439777303625,12.0773703963668,0,7.36353675294522
2009-08-02,56,12.7428149470576,17.9784074006257,12.2066297531128,0,7.11369930040325
2009-08-03,48,12.9850741492377,19.0674812175609,12.3692962858412,0,7.09912862446377
2009-08-04,39,13.4109631291142,20.5275926236753,12.5480000178019,0,8.00106330931633
2009-08-05,45,13.7629999584622,19.6578520315665,13.0050740065398,0,6.78310658754755
2009-08-06,48,13.6648890883834,19.2891849235252,11.7699998926233,0,5.35415344470463
2009-08-07,47,12.9799258620651,19.3062964545356,12.0514814235546,0,7.17199660319938
2009-08-08,54,12.7795553913823,20.9550743809453,11.9902963638306,0,10.9788174564648
2009-08-09,45,13.1967408568771,24.4017035166422,11.9545555114746,0,9.17434113577635
2009-08-10,48,13.2541480947424,25.9878891132496,12.6659258736505,0,8.08057040564354
2009-08-11,41,12.8269999821981,18.8915551503499,13.2372591230605,0,7.44111489138608
2009-08-12,37,12.7370369169447,24.1662961465341,12.8293703926934,0,7.67163535448617
2009-08-13,46,13.6082592363711,21.4490367041694,11.47725921207,0,7.2842450469303
2009-08-14,37,12.1464444619638,18.5461848930076,10.6424446105957,0,7.15568561519296
2009-08-15,44,11.7035553190443,22.5303703590676,10.8681852199413,0,8.88408476040162
2009-08-16,37,11.5659629327279,21.3899626555266,11.0853335415875,0,7.58555870038824
2009-08-17,37,11.6454813921893,17.1195929491961,11.617370252256,0,9.15406349088975
2009-08-18,30,12.2357037862142,18.2907036322134,12.5685924953885,0,8.08569015368194
2009-08-19,33,13.2545924716526,18.414111384639,12.8105926513672,0,8.81375379860327
2009-08-20,46,12.6512220523975,18.626778072781,12.5028888207895,0,6.85134861946318
2009-08-21,37,12.8014076374195,22.0356293431035,13.1708519547074,0,9.0262469376474
2009-08-22,45,12.3663334316678,17.1082966769183,12.2984443947121,0,8.31753816463667
2009-08-23,39,11.1939629801997,16.9892588721382,10.8297776822691,0,7.57937678772345
2009-08-24,54,10.9704075919257,17.2619259092543,10.8405185982033,0,7.73299900511232
2009-08-25,38,11.0997779281051,18.2932221094768,11.2230739946719,0,7.9971795210451
2009-08-26,40,11.2329999782421,18.573704013118,11.5741851594713,0,10.7104405048197
2009-08-27,31,11.5632224612766,25.7881849077013,10.0358516198617,0,9.70590638301647
2009-08-28,45,17.2175557878282,31.1023704387524,9.6488517831873,0,12.8352811309918
2009-08-29,43,12.8194815671003,27.4948887295193,12.5892593595717,0,11.5227243110136
2009-08-30,47,12.0916295934607,17.1725920924434,12.2914073025739,0,6.27734042724386
2009-08-31,58,12.5095186939946,18.7449261700666,12.9063331109506,0,7.8001898728803
2009-09-01,57,13.5381851196289,20.4530001039858,12.9677035367047,0,8.25580771540266
2009-09-02,45,15.1088889439901,28.0791115230984,12.3755553563436,0,8.59842458828892
2009-09-03,45,12.7965184670908,24.4902220831977,11.3579630675139,0,9.38833388416707
2009-09-04,52,11.7950372695923,18.4594072412561,11.3399627473619,0,9.4272358482632
2009-09-05,52,13.3444072935316,20.80999967787,14.3777038432934,0,6.56253971567607
2009-09-06,53,12.9613333808051,19.6021481973154,12.0595556894938,0,7.20678586167538
2009-09-07,67,12.1479259067111,20.7037779490153,10.4752962324354,0,8.48457148317288
2009-09-08,49,11.541444601836,19.2206667087696,11.1264443927341,0,9.80779661275144
2009-09-09,42,11.4002962818852,18.2825558273881,11.644185172187,0,10.394900356455
2009-09-10,55,12.158888746191,24.2181109675654,11.2434073907358,0,10.4786036898381
2009-09-11,41,12.5986296689069,22.6006664699978,12.1568517331724,0.17037037037037,9.96892710106583
2009-09-12,51,14.140814781189,17.3786294725206,13.3904816662824,0.522222222222222,7.89340022651895
2009-09-13,60,14.1896295900698,20.2395923755787,13.8179627877695,1.64074074074074,5.50924101848189
2009-09-14,48,13.6056666550813,19.6622223324246,13.7529997649016,8.27777777777778,5.55875939219699
2009-09-15,45,13.3318518532647,21.4830373128255,13.5688519301238,0,8.38747133924316
2009-09-16,44,13.8092593793516,21.1402960883247,14.6823705037435,0,8.27704431948346
2009-09-17,54,14.5095926214147,22.4080369030988,14.7835185086286,0,8.33109697378946
2009-09-18,44,13.8098519996361,27.4259263497812,13.9578519044099,0,9.79731720313677
2009-09-19,54,13.3787036471896,20.2421479401765,13.6948146820068,0,8.43133294338789
2009-09-20,52,12.9787406568174,22.1804444348371,13.5980001732155,0,9.36150135753076
2009-09-21,53,12.7740371138961,20.6399999901101,13.3082223115144,0,10.82888173786
2009-09-22,45,12.5090001070941,22.4881853880706,13.2234073215061,0,11.2795125985212
2009-09-23,60,12.282148219921,18.0339629915026,12.8039257614701,0,9.02156704422836
2009-09-24,33,11.4964815775553,17.3607409795125,12.1547407220911,0,9.71733486707718
2009-09-25,48,11.6175183896665,20.2930003625375,12.2589629137957,0,11.8126196403279
2009-09-26,61,12.7530000474718,26.3545555538601,12.1892220885665,0,8.58503954583838
2009-09-27,47,13.2723331804629,25.4527782157615,12.9427407935814,0,7.79243008794016
2009-09-28,78,12.3907779411033,17.140926361084,10.62748142525,0,9.03740760477918
2009-09-29,55,10.1428149894432,17.3715922744186,6.98603713070905,0,8.9613524754176
2009-09-30,54,10.4604446976273,19.7175187711362,4.81825927451805,0,7.46142057180243
2009-10-01,36,11.3642594019572,23.5771480842873,4.06859250421877,0,11.6905255660977
2009-10-02,56,11.8657038300126,22.5638147283483,7.94811093365705,0,11.0254250243114
2009-10-03,55,10.6821109983656,16.835925632053,6.45455547615334,0,7.75501079350878
2009-10-04,55,9.0713702307807,15.8011481320416,5.55766670792191,0,6.98368850639192
2009-10-05,55,9.17559256377043,18.6234811853479,4.80781479235049,0,8.45282098940683
2009-10-06,49,9.61892601295754,20.8834073808458,4.17759259541829,0,12.0857470386713
2009-10-07,60,10.7351480413366,18.9572595666956,8.14088899117929,0,12.1587505049526
2009-10-08,59,11.5002222061157,16.5552225112915,9.65544460437916,0,11.7807892215764
2009-10-09,53,10.8420742176197,16.7288517775359,9.59337050826461,0,12.3628284265698
2009-10-10,62,10.5529999556365,15.5764815365826,9.38974094390869,0,12.184426610696
2009-10-11,60,10.6227407455444,14.9565926657783,9.34218505576805,0,11.28284797574
2009-10-12,68,13.5050370251691,17.6244813424569,10.2920369748716,0,7.7525520331558
2009-10-13,59,14.2774072929665,17.5476664083976,15.0972591682717,76.6407407407407,4.04056785276397
2009-10-14,70,15.5792220786766,21.1550373501248,15.622074091876,1.48148148148148,6.83816701871254
2009-10-15,60,15.4530372266416,21.2496664965594,16.7984813407615,0.737037037037037,8.1048096618096
2009-10-16,55,13.3510371667368,22.7641850224248,15.0850741421735,0.666666666666667,8.81867450092226
2009-10-17,70,13.0959259315773,21.7421482933892,15.2821853425768,0,10.9139476338417
2009-10-18,72,13.2705924775865,16.8291113818133,12.369592666626,0,7.24732248550874
2009-10-19,53,12.7073332115456,17.8504447230586,12.8625925911797,16.1962962962963,8.05985759383048
2009-10-20,66,12.1418518490261,17.01685195499,12.145962856434,0,8.50252558324633
2009-10-21,79,12.7089630056311,18.756963023433,12.8336665188825,0,6.87920512821843
2009-10-22,80,12.667555420487,19.3250742311831,12.4585185227571,0,7.53021148206168
2009-10-23,77,12.5507408071447,21.6380737445972,12.2949259016249,0,10.6560248220477
2009-10-24,78,12.3511850922196,20.3511109528718,12.4859260276512,0,8.63948064987004
2009-10-25,118,11.9946666646887,23.4952592496519,10.931555500737,0,7.60849614077542
2009-10-26,87,12.1452593626799,19.9089628855387,10.6441482967801,0,10.8262642749798
2009-10-27,83,11.5355925736604,17.7766669944481,1.52996295911294,0,7.04509555653375
2009-10-28,76,10.1797776398835,16.8494075845789,0.309148150599665,0,6.01352208276541
2009-10-29,70,9.75474075034813,18.0454444532041,6.05762954994484,0,8.56760917908982
2009-10-30,62,10.18077772635,20.076629779957,9.4195925394694,0,10.6537745064867
2009-10-31,91,10.5596294403076,19.1299256218804,11.6344815713388,0,11.7136305426438
2009-11-01,87,10.7784447140164,22.1319262893112,12.2028520018966,0,13.2892643279168
2009-11-02,75,13.1270740297106,24.1164074650517,11.0242220913922,0,14.5079871186012
2009-11-03,78,11.9817038288823,23.0640371110704,11.533370229933,0,18.6005246778229
2009-11-04,74,11.9088889581186,17.2639259055809,10.5591112772624,0,14.9623822554888
2009-11-05,59,13.6941850803517,17.987370385064,11.8874446727611,0,9.03813462004232
2009-11-06,48,11.0773332383898,17.0625184730247,12.234518510324,2.06296296296296,8.19017310492249
2009-11-07,78,10.2146665785048,17.2018515975387,7.7817407713996,0,6.87297713452818
2009-11-08,79,9.71633338928223,17.4914812865081,6.11355562563296,0,10.7538438233746
2009-11-09,79,9.16200002034505,16.2811110107987,7.5530741126449,0,18.1340858701988
2009-11-10,75,11.6264443574128,16.452666565224,9.23181470235189,0,16.9415452532847
2009-11-11,75,11.9867406068025,16.905148046988,9.7427405251397,0,9.6845329852661
2009-11-12,69,9.11170373139558,15.6475555985062,6.34137040597421,0,8.62706851028335
2009-11-13,52,8.28444449106852,14.2932963194671,5.89651849534776,0,8.28658050832857
2009-11-14,72,8.55744464309127,15.4863703339188,7.01611114431311,0.533333333333333,8.54964402036754
